Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-09 00:00:00+05:30,4360.933257388377,4399.271815609351,4346.266664568218,4382.29248046875,2066639,0.0,0.0
2024-12-10 00:00:00+05:30,4356.700516597411,4423.288944687637,4342.871163165953,4363.0,2087828,0.0,0.0
2024-12-11 00:00:00+05:30,4362.310844845357,4378.847047235939,4337.850664985335,4357.97998046875,1635256,0.0,0.0
2024-12-12 00:00:00+05:30,4360.539142507212,4414.6271298014035,4356.5528821629905,4385.048828125,1914642,0.0,0.0
2024-12-13 00:00:00+05:30,4365.362613963178,4424.371666662094,4325.448584466717,4403.701171875,1967048,0.0,0.0
2024-12-16 00:00:00+05:30,4389.034915890042,4404.783863782896,4328.007742805228,4345.92236328125,1646224,0.0,0.0
2024-12-17 00:00:00+05:30,4340.8037221053055,4363.393811274363,4250.247272573856,4260.58251953125,3225027,0.0,0.0
2024-12-18 00:00:00+05:30,4244.046224337432,4293.556785484744,4222.2928946144,4279.62890625,1575404,0.0,0.0
2024-12-19 00:00:00+05:30,4214.812225056753,4295.525583873814,4195.126039979421,4204.87060546875,3015763,0.0,0.0
2024-12-20 00:00:00+05:30,4261.074819097192,4313.24321027579,4087.3442333797852,4104.86474609375,4116989,0.0,0.0
2024-12-23 00:00:00+05:30,4134.147889868673,4150.832123971284,4050.3340530174855,4093.052978515625,2195338,0.0,0.0
2024-12-24 00:00:00+05:30,4093.0528623167015,4151.816315358072,4093.0528623167015,4113.92041015625,1181886,0.0,0.0
2024-12-26 00:00:00+05:30,4113.920313335754,4134.049628782047,4078.140577688001,4103.68359375,1208464,0.0,0.0
2024-12-27 00:00:00+05:30,4097.679420039338,4115.347963377728,4082.1765493053435,4099.50048828125,858100,0.0,0.0
2024-12-30 00:00:00+05:30,4085.8677460209447,4133.409691121346,4047.479684808028,4093.545166015625,1527169,0.0,0.0
2024-12-31 00:00:00+05:30,4070.1187442915557,4074.9912673216186,3968.7841551770334,4030.549560546875,1555429,0.0,0.0
2025-01-01 00:00:00+05:30,4030.1557808587904,4069.134524093068,4021.346260950125,4047.9228515625,763161,0.0,0.0
2025-01-02 00:00:00+05:30,4055.3542496108485,4117.365734495675,4032.6661128651804,4110.2294921875,1720835,0.0,0.0
2025-01-03 00:00:00+05:30,4114.36357856104,4114.36357856104,4028.088729938378,4035.5693359375,1791953,0.0,0.0
2025-01-06 00:00:00+05:30,4041.081584910857,4084.538741733885,4002.5949975020426,4030.746337890625,2085593,0.0,0.0
2025-01-07 00:00:00+05:30,4050.3835586581686,4075.3849175960827,3948.605837566856,3965.093017578125,2669054,0.0,0.0
2025-01-08 00:00:00+05:30,3971.5893051277485,4061.259974116957,3954.708497578382,4043.93603515625,2181277,0.0,0.0
2025-01-09 00:00:00+05:30,4036.6522632657784,4072.8256284632957,3962.140100567154,3975.4775390625,2392472,0.0,0.0
2025-01-10 00:00:00+05:30,4134.098942416888,4229.576941801279,4104.569664256768,4198.71875,7894300,0.0,0.0
2025-01-13 00:00:00+05:30,4178.392778567286,4255.119877078866,4161.068839592267,4223.76953125,4003771,0.0,0.0
2025-01-14 00:00:00+05:30,4234.498194661013,4246.211378062048,4152.8495539595815,4166.6298828125,3441709,0.0,0.0
2025-01-15 00:00:00+05:30,4151.81662842586,4189.663513268121,4141.432357556204,4182.9208984375,1653474,0.0,0.0
2025-01-16 00:00:00+05:30,4193.1574036432985,4226.62391813247,4126.0768244014525,4140.2998046875,2637705,0.0,0.0
2025-01-17 00:00:00+05:30,4159.89990234375,4160.60009765625,4100.0498046875,4124.2998046875,1761466,66.0,0.0
2025-01-20 00:00:00+05:30,4145.7998046875,4145.7998046875,4068.10009765625,4077.800048828125,1287799,0.0,0.0
2025-01-21 00:00:00+05:30,4095.300048828125,4111.0,4030.0,4035.85009765625,1971591,0.0,0.0
2025-01-22 00:00:00+05:30,4050.0,4163.14990234375,4044.199951171875,4156.60009765625,2409223,0.0,0.0
2025-01-23 00:00:00+05:30,4168.0,4191.35009765625,4140.0498046875,4145.4501953125,1822998,0.0,0.0
2025-01-24 00:00:00+05:30,4104.0,4178.0,4104.0,4152.35009765625,1910099,0.0,0.0
2025-01-27 00:00:00+05:30,4102.0,4156.35009765625,4041.050048828125,4065.14990234375,1551782,0.0,0.0
2025-01-28 00:00:00+05:30,4070.800048828125,4102.0,4028.300048828125,4040.300048828125,2468272,0.0,0.0
2025-01-29 00:00:00+05:30,4054.0,4107.85009765625,4054.0,4099.7998046875,1217089,0.0,0.0
2025-01-30 00:00:00+05:30,4099.89990234375,4129.89990234375,4058.5,4100.0498046875,1531251,0.0,0.0
2025-01-31 00:00:00+05:30,4110.0,4128.4501953125,4085.25,4112.39990234375,1492943,0.0,0.0
2025-02-01 00:00:00+05:30,4113.0,4135.89990234375,4056.0,4073.14990234375,437172,0.0,0.0
2025-02-03 00:00:00+05:30,4030.89990234375,4077.0,3998.699951171875,4068.64990234375,1265713,0.0,0.0
2025-02-04 00:00:00+05:30,4083.699951171875,4118.85009765625,4066.050048828125,4107.0498046875,2547132,0.0,0.0
2025-02-05 00:00:00+05:30,4150.0,4150.0,4076.0,4091.10009765625,1693912,0.0,0.0
2025-02-06 00:00:00+05:30,4105.39990234375,4139.5,4051.550048828125,4082.75,2284536,0.0,0.0
2025-02-07 00:00:00+05:30,4090.0,4090.0,4008.0,4029.39990234375,1548940,0.0,0.0
2025-02-10 00:00:00+05:30,4040.0,4052.0,4014.35009765625,4036.949951171875,1339511,0.0,0.0
2025-02-11 00:00:00+05:30,4018.39990234375,4040.0,3955.0,3963.550048828125,1810908,0.0,0.0
2025-02-12 00:00:00+05:30,3971.10009765625,4021.75,3940.14990234375,3950.14990234375,1678002,0.0,0.0
2025-02-13 00:00:00+05:30,3968.0,3984.449951171875,3902.25,3910.14990234375,2277310,0.0,0.0
2025-02-14 00:00:00+05:30,3925.0,3948.0,3900.0,3934.85009765625,1681975,0.0,0.0
2025-02-17 00:00:00+05:30,3856.5,3934.0,3856.199951171875,3904.5,1799806,0.0,0.0
2025-02-18 00:00:00+05:30,3898.39990234375,3924.39990234375,3864.5,3873.199951171875,2149879,0.0,0.0
2025-02-19 00:00:00+05:30,3872.199951171875,3874.949951171875,3768.14990234375,3784.10009765625,4366672,0.0,0.0
2025-02-20 00:00:00+05:30,3761.5,3788.0,3751.300048828125,3779.39990234375,2888572,0.0,0.0
2025-02-21 00:00:00+05:30,3776.10009765625,3817.0,3775.0,3786.0,1833931,0.0,0.0
2025-02-24 00:00:00+05:30,3743.14990234375,3763.199951171875,3670.0,3675.60009765625,2508516,0.0,0.0
2025-02-25 00:00:00+05:30,3625.0,3658.0,3621.25,3629.550048828125,4101954,0.0,0.0
2025-02-27 00:00:00+05:30,3611.699951171875,3638.0,3600.699951171875,3612.550048828125,3823856,0.0,0.0
2025-02-28 00:00:00+05:30,3584.949951171875,3600.0,3457.0,3483.25,7085018,0.0,0.0
2025-03-03 00:00:00+05:30,3485.0,3523.25,3476.14990234375,3493.050048828125,4990439,0.0,0.0
2025-03-04 00:00:00+05:30,3474.0,3551.0,3464.300048828125,3532.050048828125,2797737,0.0,0.0
2025-03-05 00:00:00+05:30,3520.85009765625,3600.35009765625,3520.85009765625,3547.050048828125,2501894,0.0,0.0
2025-03-06 00:00:00+05:30,3557.0,3609.449951171875,3536.10009765625,3601.60009765625,2786513,0.0,0.0
2025-03-07 00:00:00+05:30,3600.0,3625.0,3574.39990234375,3611.199951171875,2051315,0.0,0.0
2025-03-10 00:00:00+05:30,3606.5,3622.10009765625,3582.60009765625,3589.64990234375,1004626,0.0,0.0
2025-03-11 00:00:00+05:30,3558.0,3588.75,3537.64990234375,3575.300048828125,1995450,0.0,0.0
2025-03-12 00:00:00+05:30,3565.0,3569.25,3486.85009765625,3506.199951171875,3174167,0.0,0.0
2025-03-13 00:00:00+05:30,3502.300048828125,3524.300048828125,3484.10009765625,3511.050048828125,1693004,0.0,0.0
2025-03-17 00:00:00+05:30,3489.0,3530.449951171875,3477.35009765625,3497.699951171875,2690906,0.0,0.0
2025-03-18 00:00:00+05:30,3497.699951171875,3497.699951171875,3497.699951171875,3497.699951171875,0,0.0,0.0
2025-03-19 00:00:00+05:30,3547.0,3547.0,3462.75,3497.10009765625,3051244,0.0,0.0
2025-03-20 00:00:00+05:30,3512.0,3578.949951171875,3512.0,3563.14990234375,2845192,0.0,0.0
2025-03-21 00:00:00+05:30,3475.0,3616.25,3465.0,3578.10009765625,4161925,0.0,0.0
2025-03-24 00:00:00+05:30,3600.0,3649.75,3566.60009765625,3628.949951171875,1834751,0.0,0.0
2025-03-25 00:00:00+05:30,3645.0,3710.0,3638.0,3657.75,3135390,0.0,0.0
2025-03-26 00:00:00+05:30,3647.75,3680.5,3625.85009765625,3635.800048828125,1734218,0.0,0.0
